i.e.	26689499564806730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
discharge.	-0.034077
requests.	-0.034085
flags.	-0.034089
return.	-0.034107
disappear.	-0.034131
fathers.	-0.034193
GUE/NGL.	-0.034273
nobody.	-0.034277
Corfu.	-0.034281
toll.	-0.034314
outlets.	-0.034354
devoted.	-0.034382
industries.	-0.034473
corrected.	-0.034523
expires.	-0.034591
headway.	-0.034619
addicts.	-0.034636
erased.	-0.034659
reaching.	-0.034701
Vecchi.	-0.034727
Lulling.	-0.034729
queue.	-0.034732
wallet.	-0.034753
duress.	-0.034753
bidder.	-0.034753
informed.	-0.034785
ropes.	-0.034792
biota.	-0.034792
turmoil.	-0.034796
OSPAR.	-0.034805
nuns.	-0.034906
Faso.	-0.034906
ETUC.	-0.034906
Lead.	-0.034914
cartels.	-0.034959
Holland.	-0.034970
HGVs.	-0.035026
Frontex.	-0.035035
assistance.	-0.035054
encourage.	-0.035060
ivory.	-0.035066
radical.	-0.035097
Öçalan.	-0.035105
management.	-0.035122
government.	-0.035158
Ankara.	-0.035160
fragile.	-0.035171
futures.	-0.035174
flexible.	-0.035225
Ejido.	-0.035347
song.	-0.035388
steel.	-0.035389
throat.	-0.035399
welcome.	-0.035402
argument.	-0.035404
deadlock.	-0.035418
desirable.	-0.035419
margins.	-0.035427
Castro.	-0.035449
lasting.	-0.035449
council.	-0.035464
null.	-0.035520
stigma.	-0.035538
drunk.	-0.035567
ashes.	-0.035567
Areas.	-0.035624
ratify.	-0.035639
Ortega.	-0.035642
concerning.	-0.035653
peaceful.	-0.035665
Cologne.	-0.035694
Imbeni.	-0.035704
analyse.	-0.035721
hundred.	-0.035743
carrying.	-0.035784
Commons.	-0.035872
commend.	-0.035883
Refugees.	-0.035909
remain.	-0.035926
concrete.	-0.035959
bloody.	-0.035978
Jos.	-0.035978
Ramos.	-0.035983
assert.	-0.035988
deadline.	-0.036028
database.	-0.036052
Fabra.	-0.036063
Quartet.	-0.036065
stolen.	-0.036083
confused.	-0.036109
realised.	-0.036144
outcomes.	-0.036164
entities.	-0.036167
included.	-0.036195
lasted.	-0.036197
Erika.	-0.036242
avert.	-0.036245
Conference.	-0.036250
pressure.	-0.036258
devise.	-0.036278
laurels.	-0.036293
suspend.	-0.036294
doses.	-0.036308
SOLVIT.	-0.036332
taxpayers.	-0.036363
dusted.	-0.036398
deceit.	-0.036414
smokers.	-0.036430
bully.	-0.036438
necks.	-0.036438
births.	-0.036458
Stop.	-0.036469
wreck.	-0.036473
gradual.	-0.036485
bend.	-0.036489
matches.	-0.036492
verdict.	-0.036538
Easter.	-0.036538
objects.	-0.036556
spiral.	-0.036573
server.	-0.036588
stakes.	-0.036615
charter.	-0.036619
stalled.	-0.036622
remedy.	-0.036630
challenges.	-0.036668
ETSI.	-0.036705
SUVs.	-0.036705
FSAP.	-0.036705
disc.	-0.036705
Kehl.	-0.036705
Zver.	-0.036705
LFEC.	-0.036705
sows.	-0.036910
nigh.	-0.036910
VPAs.	-0.036910
Seal.	-0.036910
ability.	-0.036998
customs.	-0.037077
worker.	-0.037096
steady.	-0.037102
Torture.	-0.037145
messages.	-0.037176
speeds.	-0.037230
futile.	-0.037230
straits.	-0.037308
attitude.	-0.037347
homeland.	-0.037365
murdered.	-0.037366
Hebron.	-0.037374
situations.	-0.037406
patient.	-0.037421
stones.	-0.037448
alleged.	-0.037458
Itälä.	-0.037482
greatest.	-0.037507
Amado.	-0.037510
seams.	-0.037510
investors.	-0.037537
ratings.	-0.037539
gears.	-0.037554
Weber.	-0.037568
desires.	-0.037601
anything.	-0.037626
export.	-0.037632
member.	-0.037645
numerous.	-0.037653
repeated.	-0.037672
Böge.	-0.037735
folly.	-0.037736
grade.	-0.037736
Brie.	-0.037739
theme.	-0.037828
clones.	-0.037833
estate.	-0.037834
mirror.	-0.037834
Palacio.	-0.037855
findings.	-0.037967
lowered.	-0.037989
flourish.	-0.037995
ethical.	-0.038045
membership.	-0.038113
leader.	-0.038122
lake.	-0.038127
authorities.	-0.038131
ignore.	-0.038169
Councils.	-0.038195
boring.	-0.038200
bullet.	-0.038200
Plans.	-0.038237
rubble.	-0.038291
expected.	-0.038303
parity.	-0.038320
modest.	-0.038352
Kerr.	-0.038457
heal.	-0.038457
annexes.	-0.038472
lasts.	-0.038520
Customs.	-0.038534
Barroso.	-0.038537
window.	-0.038545
presidency.	-0.038550
victory.	-0.038554
guests.	-0.038569
modify.	-0.038571
cabin.	-0.038588
morals.	-0.038644
Crespo.	-0.038657
leakage.	-0.038662
maker.	-0.038694
bloom.	-0.038751
sects.	-0.038751
Mercosur.	-0.038818
revoked.	-0.038821
dissent.	-0.038850
random.	-0.038897
strip.	-0.038897
Rossa.	-0.038976
adopting.	-0.039058
invest.	-0.039069
puzzle.	-0.039108
versions.	-0.039120
chaff.	-0.039125
starting.	-0.039135
Peijs.	-0.039144
rage.	-0.039152
ENISA.	-0.039316
confusion.	-0.039325
wave.	-0.039329
pros.	-0.039348
cruelty.	-0.039370
mum.	-0.039382
APL.	-0.039382
GAC.	-0.039382
DIY.	-0.039382
15a.	-0.039382
CSI.	-0.039382
ego.	-0.039382
22a.	-0.039382
Nam.	-0.039382
remember.	-0.039428
legacy.	-0.039474
timetable.	-0.039477
labelled.	-0.039479
endure.	-0.039480
angry.	-0.039492
racial.	-0.039526
averted.	-0.039551
olives.	-0.039564
daft.	-0.039620
CNIL.	-0.039620
avis.	-0.039620
icon.	-0.039620
Owen.	-0.039620
Deaf.	-0.039620
joys.	-0.039620
ICPD.	-0.039620
CDMs.	-0.039620
FTAA.	-0.039620
trades.	-0.039621
asleep.	-0.039697
Christ.	-0.039697
facets.	-0.039810
intake.	-0.039810
Beer.	-0.039822
Defence.	-0.039825
gauge.	-0.039859
old.	-0.039932
wounded.	-0.039936
Baldi.	-0.039958
lamps.	-0.039969
Place.	-0.039969
medal.	-0.039969
perish.	-0.039991
bind.	-0.040012
criminal.	-0.040048
combating.	-0.040132
living.	-0.040136
designed.	-0.040161
Basque.	-0.040215
Zaïre.	-0.040258
reactors.	-0.040270
Century.	-0.040290
dawn.	-0.040295
Ana.	-0.040304
contexts.	-0.040369
head-on.	-0.040403
structure.	-0.040408
Report.	-0.040440
plenty.	-0.040447
museum.	-0.040454
thinly.	-0.040480
neighbours.	-0.040508
flats.	-0.040509
Texas.	-0.040509
wording.	-0.040579
update.	-0.040593
acceptable.	-0.040646
Zealand.	-0.040685
traders.	-0.040708
operates.	-0.040716
Ministers.	-0.040729
altered.	-0.040846
non.	-0.040850
obsolete.	-0.040875
seamen.	-0.040902
argued.	-0.040907
federal.	-0.040940
efficiency.	-0.040960
epidemic.	-0.040969
recession.	-0.040974
audit.	-0.041011
competition.	-0.041031
punch.	-0.041043
Abuse.	-0.041043
uranium.	-0.041069
bankrupt.	-0.041075
pandemic.	-0.041085
Louis.	-0.041135
lords.	-0.041138
poets.	-0.041138
flair.	-0.041138
Ethiopia.	-0.041148
tags.	-0.041181
IDPs.	-0.041181
Sami.	-0.041181
wounds.	-0.041205
correctly.	-0.041263
strategic.	-0.041266
councils.	-0.041320
Kremlin.	-0.041446
dozens.	-0.041477
valued.	-0.041480
naked.	-0.041492
criminals.	-0.041506
rubbish.	-0.041621
hunting.	-0.041624
supposed.	-0.041634
Basel.	-0.041663
debated.	-0.041735
dwell.	-0.041740
governance.	-0.041816
sake.	-0.041822
reversed.	-0.041862
Hänsch.	-0.041888
Cambodia.	-0.041949
juncture.	-0.041972
conclude.	-0.041990
enquiry.	-0.041994
providing.	-0.041999
enemies.	-0.042024
believes.	-0.042047
bell.	-0.042049
lorries.	-0.042069
Bank's.	-0.042075
RACs.	-0.042098
holidays.	-0.042109
stir.	-0.042160
FIFA.	-0.042160
Tuesday.	-0.042175
DCECI.	-0.042221
Lukas.	-0.042221
stunt.	-0.042249
Preda.	-0.042249
passes.	-0.042261
Hall.	-0.042296
TEN.	-0.042316
DNA.	-0.042326
eCall.	-0.042337
finance.	-0.042342
promoting.	-0.042363
ups.	-0.042375
clarified.	-0.042382
burn.	-0.042414
Rugova.	-0.042415
gift.	-0.042448
yields.	-0.042508
forgotten.	-0.042543
Comoros.	-0.042603
Grozny.	-0.042619
derive.	-0.042620
judgment.	-0.042622
Perry.	-0.042685
ASPA.	-0.042702
liar.	-0.042702
wade.	-0.042702
Gate.	-0.042702
JTIs.	-0.042702
Zīle.	-0.042702
200m.	-0.042702
boon.	-0.042702
thou.	-0.042702
snag.	-0.042702
stored.	-0.042760
consensus.	-0.042772
explain.	-0.042790
tactic.	-0.042826
resource.	-0.042858
eel.	-0.042870
anybody.	-0.043009
mobile.	-0.043024
cheaper.	-0.043083
jihad.	-0.043163
Merkel.	-0.043188
divorce.	-0.043200
storage.	-0.043203
KFOR.	-0.043240
paradox.	-0.043247
ambitions.	-0.043279
buildings.	-0.043290
horses.	-0.043306
CHP.	-0.043355
pas.	-0.043355
fox.	-0.043355
lex.	-0.043355
riot.	-0.043389
cans.	-0.043389
charity.	-0.043433
Galicia.	-0.043436
annually.	-0.043449
Bloc.	-0.043463
sexy.	-0.043463
AMIS.	-0.043463
ECAC.	-0.043463
victim.	-0.043467
seize.	-0.043503
Amsterdam.	-0.043539
revenge.	-0.043599
wire.	-0.043633
bits.	-0.043637
fond.	-0.043637
buy.	-0.043692
migration.	-0.043698
patch.	-0.043726
Balfe.	-0.043726
Sinti.	-0.043726
video.	-0.043840
re-use.	-0.043845
stories.	-0.043868
MNEPR.	-0.043881
nisin.	-0.044043
coats.	-0.044043
carer.	-0.044043
Smith.	-0.044065
reuse.	-0.044073
eating.	-0.044121
depend.	-0.044193
mechanism.	-0.044221
foams.	-0.044244
reveal.	-0.044302
spoken.	-0.044311
certainty.	-0.044363
UNICE.	-0.044383
uneven.	-0.044389
Authority.	-0.044396
overcome.	-0.044409
Beslan.	-0.044503
harder.	-0.044548
decree.	-0.044586
boards.	-0.044586
Gucht.	-0.044587
ICES.	-0.044611
stamps.	-0.044614
Bowis.	-0.044649
discussion.	-0.044678
orbit.	-0.044707
pears.	-0.044707
pairs.	-0.044707
esteem.	-0.044707
downs.	-0.044715
buyer.	-0.044715
Dalli.	-0.044750
Seville.	-0.044758
ERDF.	-0.044774
Kurdish.	-0.044789
original.	-0.044791
Centre.	-0.044810
wells.	-0.044840
possibly.	-0.044843
dangers.	-0.044851
stated.	-0.044851
National.	-0.044907
invalid.	-0.044921
graves.	-0.044961
Never.	-0.044996
leak.	-0.045008
sentence.	-0.045017
ozone.	-0.045090
grain.	-0.045119
Ek.	-0.045155
colour.	-0.045234
UNMIK.	-0.045261
strength.	-0.045274
enlargement.	-0.045299
Rompuy.	-0.045325
Mayor.	-0.045427
Paul.	-0.045475
bottom.	-0.045517
Macedonia.	-0.045517
added.	-0.045535
cause.	-0.045549
volumes.	-0.045590
contract.	-0.045611
ceiling.	-0.045660
reserves.	-0.045671
granting.	-0.045690
zeal.	-0.045695
stores.	-0.045738
planning.	-0.045749
oath.	-0.045849
KICs.	-0.045849
Fox.	-0.045856
panacea.	-0.045889
Almost.	-0.045910
exclude.	-0.045924
Blot.	-0.045938
Juba.	-0.045938
500m.	-0.045938
Shaw.	-0.045938
deer.	-0.045938
verb.	-0.045938
zinc.	-0.045938
Kahn.	-0.045938
abet.	-0.045938
yuan.	-0.045938
tomb.	-0.045938
bogs.	-0.045938
demos.	-0.045952
gavel.	-0.045974
swaps.	-0.045974
smooth.	-0.045983
riots.	-0.046101
indeed.	-0.046125
premises.	-0.046144
brutal.	-0.046159
TEP.	-0.046159
Lib.	-0.046159
Pęk.	-0.046159
50m.	-0.046159
TIR.	-0.046159
PDR.	-0.046159
nun.	-0.046159
30m.	-0.046159
NSA.	-0.046159
40m.	-0.046159
2ºC.	-0.046159
SSC.	-0.046159
LEX.	-0.046159
Macau.	-0.046187
divided.	-0.046202
league.	-0.046233
Biscay.	-0.046234
plea.	-0.046247
Senegal.	-0.046256
dinner.	-0.046259
anthem.	-0.046259
complex.	-0.046304
grapes.	-0.046331
catch.	-0.046338
unsafe.	-0.046385
infancy.	-0.046396
Martin.	-0.046402
strict.	-0.046425
Scotland.	-0.046446
colours.	-0.046455
destroyed.	-0.046536
framework.	-0.046550
Strasbourg.	-0.046561
rests.	-0.046569
Ombudsman.	-0.046631
plains.	-0.046633
traced.	-0.046654
elements.	-0.046694
arson.	-0.046742
UNHRC.	-0.046742
Horn.	-0.046766
location.	-0.046771
baths.	-0.046798
drabs.	-0.046798
defect.	-0.046807
holiday.	-0.046828
unused.	-0.046834
Staff.	-0.046873
MEDA.	-0.046888
Fraga.	-0.046950
phased.	-0.046960
Fourth.	-0.047059
dogmas.	-0.047075
Nazis.	-0.047116
misuse.	-0.047122
thumb.	-0.047128
tones.	-0.047128
Nagoya.	-0.047150
exceeded.	-0.047164
Riga.	-0.047206
Stubb.	-0.047211
shared.	-0.047277
Bonde.	-0.047280
bump.	-0.047287
SABs.	-0.047287
Raab.	-0.047287
SEMC.	-0.047287
LEDs.	-0.047287
CPMP.	-0.047287
OCAT.	-0.047287
Lowe.	-0.047287
puns.	-0.047287
EDSP.	-0.047287
Ibar.	-0.047287
fiat.	-0.047287
Evia.	-0.047287
NDEP.	-0.047287
warning.	-0.047293
joined.	-0.047352
mergers.	-0.047353
excise.	-0.047371
UNESCO.	-0.047374
Equality.	-0.047382
EEZ.	-0.047443
NHS.	-0.047443
HCR.	-0.047443
PGI.	-0.047443
pipeline.	-0.047458
prosper.	-0.047476
finished.	-0.047482
solve.	-0.047486
Gradin.	-0.047500
Bauer.	-0.047575
licences.	-0.047608
establish.	-0.047631
clarify.	-0.047638
Curtain.	-0.047673
calves.	-0.047768
sails.	-0.047783
excuses.	-0.047804
Dini.	-0.047848
Congress.	-0.047943
consume.	-0.047960
verge.	-0.048028
acting.	-0.048072
minorities.	-0.048125
circus.	-0.048258
ether.	-0.048301
gloom.	-0.048301
algae.	-0.048301
cooperation.	-0.048331
pubs.	-0.048341
loaf.	-0.048341
EDPS.	-0.048341
EESC.	-0.048341
tobacco.	-0.048356
tide.	-0.048373
broader.	-0.048398
Sicily.	-0.048405
Brcko.	-0.048439
withdrawn.	-0.048451
accession.	-0.048467
tunnels.	-0.048479
pupils.	-0.048555
drive.	-0.048635
monitor.	-0.048641
exception.	-0.048687
illegal.	-0.048743
device.	-0.048786
Désir.	-0.048832
heirs.	-0.048842
kilos.	-0.048842
guilty.	-0.048866
freed.	-0.048868
doctors.	-0.048910
Palestine.	-0.048933
evident.	-0.049077
Roure.	-0.049092
spouses.	-0.049159
church.	-0.049179
eels.	-0.049213
Veil.	-0.049213
sad.	-0.049233
effective.	-0.049246
Rühle.	-0.049258
CSCE.	-0.049287
lows.	-0.049287
Hoti.	-0.049287
REEs.	-0.049287
181a.	-0.049287
ILSA.	-0.049287
Slovakia.	-0.049327
waive.	-0.049335
skins.	-0.049492
opera.	-0.049492
stood.	-0.049495
handled.	-0.049576
burner.	-0.049651
Lhasa.	-0.049661
instance.	-0.049766
drag.	-0.049864
western.	-0.049897
Inquiry.	-0.049907
margin.	-0.049922
tackle.	-0.049950
spared.	-0.049971
Hanoi.	-0.049976
carefully.	-0.049991
incident.	-0.050092
loyal.	-0.050097
driven.	-0.050130
write.	-0.050147
aircraft.	-0.050163
college.	-0.050199
Leyla.	-0.050209
paved.	-0.050209
turning.	-0.050217
biomass.	-0.050238
spills.	-0.050256
fiction.	-0.050310
rulings.	-0.050325
larger.	-0.050344
UCITS.	-0.050367
production.	-0.050369
conduct.	-0.050438
vaccine.	-0.050479
technical.	-0.050555
cocoa.	-0.050579
amending.	-0.050601
Smet.	-0.050608
attention.	-0.050609
Party.	-0.050618
statement.	-0.050620
speedy.	-0.050621
James.	-0.050646
defects.	-0.050651
fence.	-0.050662
barons.	-0.050797
afield.	-0.050797
bargain.	-0.050845
Haifa.	-0.050848
Icaza.	-0.050848
Tunas.	-0.050848
Ruiz.	-0.050909
monitored.	-0.050919
pretty.	-0.050931
Naples.	-0.050943
mercury.	-0.050985
disgrace.	-0.050989
Visby.	-0.051013
twenty.	-0.051014
extended.	-0.051076
speaker.	-0.051129
impact.	-0.051135
completed.	-0.051144
renewal.	-0.051151
Blak.	-0.051154
expired.	-0.051163
reason.	-0.051192
Mosul.	-0.051203
fairs.	-0.051203
lazy.	-0.051289
Kato.	-0.051289
Vera.	-0.051289
healed.	-0.051323
bolted.	-0.051323
adverse.	-0.051377
operators.	-0.051421
barriers.	-0.051432
workplace.	-0.051448
compromise.	-0.051464
brush.	-0.051504
iceberg.	-0.051556
seized.	-0.051557
Lynne.	-0.051686
roadmap.	-0.051704
assembly.	-0.051751
flames.	-0.051755
rhetoric.	-0.051815
wax.	-0.051820
VMS.	-0.051820
holding.	-0.051886
Harare.	-0.051905
Kelam.	-0.051920
Essex.	-0.051920
Camre.	-0.051920
Acts.	-0.051969
cloth.	-0.051981
Rømer.	-0.051981
ducks.	-0.051981
rulers.	-0.052014
diesel.	-0.052021
hit.	-0.052055
wound.	-0.052098
especially.	-0.052106
Santer.	-0.052114
RAPEX.	-0.052126
kitty.	-0.052188
5a.	-0.052201
combine.	-0.052216
thanking.	-0.052230
judged.	-0.052247
screens.	-0.052322
brand.	-0.052323
South.	-0.052328
Racism.	-0.052452
records.	-0.052502
spoils.	-0.052602
Gori.	-0.052668
lamp.	-0.052668
Song.	-0.052668
mice.	-0.052668
GAAP.	-0.052668
XIII.	-0.052668
cube.	-0.052668
Dole.	-0.052668
PSCs.	-0.052668
COBU.	-0.052668
tome.	-0.052668
PSOE.	-0.052668
BSEC.	-0.052668
reverse.	-0.052713
visit.	-0.052731
ensued.	-0.052867
Valley.	-0.052873
Hariri.	-0.052913
shed.	-0.052928
peak.	-0.052972
warfare.	-0.053044
positions.	-0.053089
innovation.	-0.053380
Pronk.	-0.053524
dole.	-0.053657
pots.	-0.053657
HFCs.	-0.053657
ovens.	-0.053658
Juris.	-0.053658
happening.	-0.053695
permits.	-0.053696
Against.	-0.053705
Charter.	-0.053716
likes.	-0.053732
defence.	-0.053734
PA.	-0.053739
Fridays.	-0.053760
bones.	-0.053769
alarming.	-0.053779
clauses.	-0.053806
brains.	-0.053839
MCI.	-0.053849
cop.	-0.053849
AMU.	-0.053849
TNT.	-0.053849
hut.	-0.053849
AIS.	-0.053849
SAS.	-0.053849
lab.	-0.053849
VIP.	-0.053849
UPR.	-0.053849
63a.	-0.053849
hostage.	-0.054132
Oreja.	-0.054148
kills.	-0.054148
men's.	-0.054162
operation.	-0.054256
lucky.	-0.054290
Mafia.	-0.054314
coffers.	-0.054363
Halki.	-0.054395
recover.	-0.054422
misused.	-0.054426
ideology.	-0.054436
faults.	-0.054436
discuss.	-0.054531
room.	-0.054599
judge.	-0.054628
portal.	-0.054642
uneasy.	-0.054645
burned.	-0.054688
squad.	-0.054701
buried.	-0.054796
Miami.	-0.054885
masts.	-0.054885
abolished.	-0.054896
obeyed.	-0.054911
protocol.	-0.054958
cheap.	-0.054988
flouted.	-0.055013
anyone.	-0.055015
blows.	-0.055037
causing.	-0.055050
existed.	-0.055151
aloud.	-0.055190
speakers.	-0.055313
ensures.	-0.055400
scant.	-0.055487
started.	-0.055511
pieces.	-0.055546
equipment.	-0.055559
poses.	-0.055594
fairly.	-0.055632
GMES.	-0.055656
rest.	-0.055680
Cué.	-0.055706
SBA.	-0.055706
Wynn.	-0.055747
termed.	-0.055766
unfold.	-0.055876
hectare.	-0.055897
iPad.	-0.055913
Gaia.	-0.055913
mate.	-0.055913
Okay.	-0.055913
Bahn.	-0.055913
Mesa.	-0.055913
COPD.	-0.055913
Plant.	-0.055924
codes.	-0.055979
tune.	-0.056003
Klaus.	-0.056009
crunch.	-0.056011
abound.	-0.056274
speaks.	-0.056306
organ.	-0.056347
tricks.	-0.056401
Mari.	-0.056450
AFSJ.	-0.056486
turf.	-0.056486
rats.	-0.056486
clay.	-0.056486
ample.	-0.056491
Ala.	-0.056506
businesses.	-0.056549
receive.	-0.056563
payers.	-0.056568
armies.	-0.056583
catches.	-0.056598
grams.	-0.056622
election.	-0.056625
neutral.	-0.056713
SLORC.	-0.056746
sonar.	-0.056746
musts.	-0.056746
Osman.	-0.056746
offing.	-0.056888
aliens.	-0.056960
girl.	-0.057115
spur.	-0.057180
pump.	-0.057191
richer.	-0.057194
fulfilled.	-0.057342
Road.	-0.057367
refuge.	-0.057427
Fifteen.	-0.057449
register.	-0.057456
approved.	-0.057550
worded.	-0.057569
Saddam.	-0.057663
tap.	-0.057693
align.	-0.057704
accidents.	-0.057754
DASS.	-0.057816
CAFE.	-0.057816
407a.	-0.057816
Lety.	-0.057816
ticket.	-0.057855
subsidy.	-0.057881
minority.	-0.057937
Tampere.	-0.058028
haven.	-0.058093
dirty.	-0.058108
rifts.	-0.058127
Guide.	-0.058127
fools.	-0.058301
Mitch.	-0.058301
d'être.	-0.058302
AICs.	-0.058343
CSFs.	-0.058343
kegs.	-0.058343
brow.	-0.058343
Kush.	-0.058343
Abad.	-0.058343
250m.	-0.058343
Love.	-0.058343
Poch.	-0.058343
PBTs.	-0.058343
Rico.	-0.058343
Buda.	-0.058343
amok.	-0.058343
Zeit.	-0.058343
FABs.	-0.058343
acted.	-0.058452
likewise.	-0.058487
script.	-0.058497
biased.	-0.058536
Greens.	-0.058580
expenses.	-0.058608
Beijing.	-0.058628
artists.	-0.058629
ruse.	-0.058665
CERF.	-0.058665
pope.	-0.058665
XXII.	-0.058665
oaks.	-0.058665
punt.	-0.058665
blah.	-0.058665
Hyde.	-0.058665
Oman.	-0.058665
FPAs.	-0.058665
ITTA.	-0.058665
hurdle.	-0.058761
waves.	-0.058861
mistaken.	-0.058918
desire.	-0.058918
openness.	-0.058985
iron.	-0.058991
yield.	-0.059037
cheese.	-0.059195
bulbs.	-0.059218
chips.	-0.059218
sign.	-0.059229
grades.	-0.059254
couples.	-0.059301
technology.	-0.059310
drought.	-0.059342
halls.	-0.059351
worry.	-0.059363
Farage.	-0.059389
mothers.	-0.059413
okay.	-0.059429
Nano.	-0.059429
signals.	-0.059536
Lisi.	-0.059546
riches.	-0.059676
gain.	-0.059698
collapse.	-0.059759
sights.	-0.059798
exercise.	-0.059826
francs.	-0.059958
tenders.	-0.059977
token.	-0.060013
Patten.	-0.060125
feud.	-0.060133
Pari.	-0.060133
coma.	-0.060133
sock.	-0.060133
CCTB.	-0.060133
wits.	-0.060133
wink.	-0.060133
UBCV.	-0.060133
Blair.	-0.060239
subsidies.	-0.060353
leaks.	-0.060365
Accra.	-0.060369
commerce.	-0.060382
opt-out.	-0.060382
Srpska.	-0.060409
afloat.	-0.060513
sieve.	-0.060525
permit.	-0.060528
Guard.	-0.060539
hives.	-0.060549
aloof.	-0.060549
custody.	-0.060580
rivers.	-0.060589
famous.	-0.060597
corn.	-0.060600
fascism.	-0.060602
hint.	-0.060637
spices.	-0.060768
Burg.	-0.060788
utter.	-0.060823
promoted.	-0.060896
occurred.	-0.060906
conflicts.	-0.060945
careers.	-0.061010
patchy.	-0.061052
sunk.	-0.061086
rounds.	-0.061090
missions.	-0.061123
EPLP.	-0.061124
print.	-0.061145
proud.	-0.061193
storms.	-0.061204
Havel.	-0.061286
Hitler.	-0.061326
doctor.	-0.061363
answered.	-0.061405
weapon.	-0.061414
storm.	-0.061420
regain.	-0.061445
MAGP.	-0.061480
EAS.	-0.061522
pun.	-0.061522
Wyn.	-0.061522
motives.	-0.061588
unjust.	-0.061619
shade.	-0.061707
Index.	-0.061707
secured.	-0.061837
cutting.	-0.061911
talent.	-0.061941
Nord.	-0.061952
links.	-0.061980
clients.	-0.061984
heading.	-0.062033
assessed.	-0.062056
worms.	-0.062067
embargo.	-0.062084
enabled.	-0.062110
noted.	-0.062130
hinder.	-0.062145
Shalit.	-0.062225
spirits.	-0.062288
exit.	-0.062333
harmony.	-0.062335
envy.	-0.062357
outlook.	-0.062379
taxpayer.	-0.062432
awe.	-0.062436
HDZ.	-0.062436
KfW.	-0.062436
UPS.	-0.062436
favour.	-0.062485
utopia.	-0.062500
ourselves.	-0.062572
hurt.	-0.062608
burnt.	-0.062619
raising.	-0.062668
Jové.	-0.062751
Bulgaria.	-0.062767
channels.	-0.062770
366a.	-0.062775
rugby.	-0.062809
weeds.	-0.062809
mad.	-0.062815
funny.	-0.062837
creed.	-0.062837
cereals.	-0.062842
Madeira.	-0.062856
tactics.	-0.063065
marking.	-0.063132
Ghana.	-0.063409
Sofia.	-0.063409
foot.	-0.063438
licence.	-0.063463
Unity.	-0.063506
varied.	-0.063552
Ebro.	-0.063585
remains.	-0.063615
ransom.	-0.063686
grown.	-0.063773
flaw.	-0.063798
Dubai.	-0.063832
thrown.	-0.063848
beach.	-0.064008
tyranny.	-0.064023
Lange.	-0.064049
back.	-0.064056
tales.	-0.064084
pools.	-0.064084
faiths.	-0.064110
machine.	-0.064139
skill.	-0.064234
Audy.	-0.064260
ISPA.	-0.064260
madness.	-0.064318
clean.	-0.064330
weaken.	-0.064337
kilns.	-0.064390
materials.	-0.064390
autonomy.	-0.064436
glory.	-0.064450
FP.	-0.064481
petrol.	-0.064488
aired.	-0.064492
hulls.	-0.064492
lawyers.	-0.064513
lately.	-0.064527
farm.	-0.064591
lynx.	-0.064648
dice.	-0.064648
forty.	-0.064648
provides.	-0.064730
Adamu.	-0.064745
muted.	-0.064745
subjects.	-0.064779
kept.	-0.064842
lump.	-0.064877
eurozone.	-0.064885
U-turn.	-0.064936
bosses.	-0.064973
river.	-0.065012
breast.	-0.065036
degrees.	-0.065049
outlay.	-0.065088
music.	-0.065099
leaders.	-0.065120
studies.	-0.065162
amount.	-0.065244
Warrant.	-0.065245
dogs.	-0.065255
poem.	-0.065308
Expo.	-0.065308
rays.	-0.065308
CEN.	-0.065315
hills.	-0.065331
malaria.	-0.065397
spies.	-0.065510
stead.	-0.065510
fumes.	-0.065510
numbers.	-0.065516
replies.	-0.065525
obesity.	-0.065550
source.	-0.065561
quick.	-0.065597
material.	-0.065630
beast.	-0.065695
unison.	-0.065727
stuck.	-0.065761
briefly.	-0.065778
secondly.	-0.065822
herd.	-0.065894
fails.	-0.065903
Order.	-0.065910
Rice.	-0.066011
contracts.	-0.066060
Jamal.	-0.066074
ramps.	-0.066074
becomes.	-0.066092
reared.	-0.066107
fibres.	-0.066175
EEIGs.	-0.066286
biogas.	-0.066287
showing.	-0.066356
Devon.	-0.066366
lungs.	-0.066389
analysis.	-0.066399
juice.	-0.066481
Figeľ.	-0.066481
behaviour.	-0.066537
substance.	-0.066847
vet.	-0.066888
Cem.	-0.066888
employees.	-0.066894
